Strategy_Note,Logic,Fast_EMA,Slow_EMA,Y_Factor,Y_Value,X_Pct,Fixed_Add_USD,Max_Possible_Adds,Initial_Capital,Final_Equity,Total_Return_Pct,Max_Drawdown_Pct,Sharpe,Win_Rate_Pct,Profit_Factor,Total_Closed_Trades,Total_Series_Adds,Avg_Adds_Per_Trade,Base_Return_Pct,Alpha_vs_Base_Pct,Alpha_vs_BH_Pct,Pyramid_Added_Pct,M_Jan,M_Feb,M_Mar,M_Apr,M_May,M_Jun,M_Jul,M_Aug
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(1) X=5%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,1.0,5,500.0,20,10000.0,16994.99,69.95,16.53,2.31,43.75,4.13,16,266,16.6,101.71,-31.76,88.63,-31.76,16.06,13.42,-7.84,4.63,2.73,14.92,-1.68,16.18
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(1) X=10%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,1.0,10,1000.0,10,10000.0,17036.21,70.36,16.35,2.31,43.75,4.52,16,136,8.5,101.71,-31.35,89.04,-31.35,15.09,12.88,-6.62,4.1,2.33,15.12,-1.34,16.9
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(1) X=15%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,1.0,15,1500.0,6,10000.0,16657.09,66.57,15.21,2.34,43.75,4.63,16,86,5.4,101.71,-35.14,85.25,-35.14,15.24,12.84,-5.7,3.45,1.72,13.62,-1.18,15.7
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(1) X=20%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,1.0,20,2000.0,5,10000.0,16830.22,68.3,17.31,2.26,43.75,4.71,16,71,4.4,101.71,-33.41,86.98,-33.41,13.58,11.56,-5.66,3.8,1.86,15.47,-1.26,17.66
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(1) X=25%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,1.0,25,2500.0,4,10000.0,16735.62,67.36,17.64,2.29,43.75,4.84,16,56,3.5,101.71,-34.35,86.04,-34.35,12.89,10.89,-5.21,3.66,1.73,15.63,-1.27,18.02
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(1) X=30%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,1.0,30,3000.0,3,10000.0,16782.91,67.83,15.56,2.38,43.75,4.98,16,44,2.8,101.71,-33.88,86.51,-33.88,15.51,12.77,-4.66,3.13,1.36,13.55,-1.18,15.94
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(1) X=50%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,1.0,50,5000.0,2,10000.0,16109.81,61.1,18.95,2.1,43.75,5.34,16,29,1.8,101.71,-40.61,79.78,-40.61,8.62,7.53,-3.29,3.74,1.45,16.49,-1.56,19.12
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(2) X=5%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,2.0,5,500.0,20,10000.0,16407.06,64.07,19.37,2.16,43.75,3.75,16,264,16.5,101.71,-37.64,82.75,-37.64,14.84,13.54,-7.79,2.48,2.44,15.53,-1.87,15.45
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(2) X=10%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,2.0,10,1000.0,10,10000.0,16812.18,68.12,16.94,2.25,43.75,4.12,16,134,8.4,101.71,-33.59,86.8,-33.59,14.96,12.87,-7.78,4.55,2.73,15.14,-1.66,16.37
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(2) X=15%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,2.0,15,1500.0,6,10000.0,16513.49,65.13,15.17,2.3,43.75,4.34,16,83,5.2,101.71,-36.58,83.81,-36.58,14.93,12.92,-6.64,3.68,2.2,13.67,-1.2,15.25
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(2) X=20%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,2.0,20,2000.0,5,10000.0,16693.64,66.94,17.04,2.22,43.75,4.44,16,69,4.3,101.71,-34.77,85.62,-34.77,13.42,11.61,-6.62,4.05,2.23,15.55,-1.32,17.31
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(2) X=25%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,2.0,25,2500.0,4,10000.0,16562.8,65.63,17.54,2.2,43.75,4.47,16,56,3.5,101.71,-36.08,84.31,-36.08,12.8,10.91,-6.33,3.9,1.95,15.77,-1.31,17.66
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(2) X=30%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,2.0,30,3000.0,3,10000.0,16659.66,66.6,15.5,2.34,43.75,4.62,16,44,2.8,101.71,-35.11,85.28,-35.11,15.52,12.78,-5.61,3.18,1.68,13.62,-1.12,15.66
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(2) X=50%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,2.0,50,5000.0,2,10000.0,15935.14,59.35,19.14,2.05,43.75,4.83,16,29,1.8,101.71,-42.36,78.03,-42.36,8.62,7.53,-4.8,3.47,1.8,16.72,-1.33,19.1
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(4) X=5%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,4.0,5,500.0,20,10000.0,15459.11,54.59,19.07,1.98,50.0,3.61,16,263,16.4,101.71,-47.12,73.27,-47.12,13.17,13.79,-5.71,1.52,2.89,15.51,-2.15,8.56
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(4) X=10%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,4.0,10,1000.0,10,10000.0,16312.82,63.13,19.36,2.15,43.75,3.79,16,133,8.3,101.71,-38.58,81.81,-38.58,14.24,12.87,-7.57,2.6,2.5,15.62,-1.9,15.56
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(4) X=15%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,4.0,15,1500.0,6,10000.0,16395.23,63.95,15.49,2.31,43.75,4.12,16,82,5.1,101.71,-37.76,82.63,-37.76,15.45,12.75,-7.05,3.87,2.43,13.62,-1.68,14.75
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(4) X=20%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,4.0,20,2000.0,5,10000.0,16550.76,65.51,17.31,2.2,43.75,4.21,16,68,4.2,101.71,-36.2,84.19,-36.2,13.39,11.6,-7.21,4.37,2.87,15.43,-1.67,16.52
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(4) X=25%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,4.0,25,2500.0,4,10000.0,16482.42,64.82,17.66,2.18,43.75,4.36,16,55,3.4,101.71,-36.89,83.5,-36.89,12.89,10.88,-6.7,3.98,2.67,15.65,-1.42,16.83
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(4) X=30%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,4.0,30,3000.0,3,10000.0,16662.07,66.62,15.07,2.35,43.75,4.61,16,43,2.7,101.71,-35.09,85.3,-35.09,15.63,12.75,-5.83,3.45,2.12,13.54,-1.24,15.3
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(4) X=50%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,4.0,50,5000.0,2,10000.0,15912.22,59.12,18.88,2.05,43.75,4.75,16,29,1.8,101.71,-42.59,77.8,-42.59,8.72,7.52,-5.04,3.83,2.05,16.64,-1.46,18.65
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(6) X=5%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,6.0,5,500.0,20,10000.0,15200.69,52.01,17.69,1.95,50.0,3.73,16,248,15.5,101.71,-49.7,70.69,-49.7,11.81,14.01,-4.04,0.82,3.63,15.55,-2.07,5.8
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(6) X=10%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,6.0,10,1000.0,10,10000.0,15677.76,56.78,19.86,2.02,43.75,3.6,16,132,8.2,101.71,-44.93,75.46,-44.93,12.97,13.09,-6.7,1.88,2.58,15.72,-2.05,11.81
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(6) X=15%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,6.0,15,1500.0,6,10000.0,16154.93,61.55,17.17,2.24,43.75,3.93,16,81,5.1,101.71,-40.16,80.23,-40.16,14.59,12.86,-6.93,2.79,2.0,13.96,-1.77,15.09
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(6) X=20%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,6.0,20,2000.0,5,10000.0,16325.58,63.26,18.61,2.14,43.75,3.99,16,67,4.2,101.71,-38.45,81.94,-38.45,12.78,11.67,-7.52,3.99,2.22,15.8,-1.99,17.05
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(6) X=25%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,6.0,25,2500.0,4,10000.0,16302.22,63.02,18.12,2.13,43.75,4.15,16,54,3.4,101.71,-38.69,81.7,-38.69,11.96,11.08,-7.2,4.31,2.46,15.82,-1.88,17.19
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(6) X=30%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,6.0,30,3000.0,3,10000.0,16391.51,63.92,16.16,2.27,43.75,4.23,16,42,2.6,101.71,-37.79,82.6,-37.79,14.83,12.96,-6.41,3.19,1.94,13.76,-1.29,15.04
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(6) X=50%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,6.0,50,5000.0,2,10000.0,15824.44,58.24,19.04,2.02,43.75,4.6,16,28,1.8,101.71,-43.47,76.92,-43.47,8.59,7.53,-5.44,3.82,1.79,16.82,-1.53,18.85
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(12) X=5%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,12.0,5,500.0,20,10000.0,14559.51,45.6,16.82,1.88,43.75,3.78,16,211,13.2,101.71,-56.11,64.28,-56.11,10.81,14.26,-3.49,-1.77,3.8,16.32,-2.41,3.44
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(12) X=10%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,12.0,10,1000.0,10,10000.0,15139.9,51.4,18.07,1.94,50.0,3.8,16,127,7.9,101.71,-50.31,70.08,-50.31,11.39,13.29,-4.08,0.71,3.82,15.68,-2.03,6.25
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(12) X=15%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,12.0,15,1500.0,6,10000.0,15266.64,52.67,18.02,2.04,43.75,3.63,16,81,5.1,101.71,-49.04,71.35,-49.04,13.14,13.07,-5.78,1.3,2.51,14.08,-1.69,9.41
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(12) X=20%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,12.0,20,2000.0,5,10000.0,15485.91,54.86,20.55,1.97,43.75,3.64,16,67,4.2,101.71,-46.85,73.54,-46.85,11.51,11.78,-6.67,1.63,2.82,16.08,-1.95,12.72
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(12) X=25%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,12.0,25,2500.0,4,10000.0,15670.8,56.71,20.77,2.0,43.75,3.72,16,54,3.4,101.71,-45.0,75.39,-45.0,11.24,11.04,-7.08,2.06,2.4,16.35,-1.8,15.2
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(12) X=30%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,12.0,30,3000.0,3,10000.0,16219.42,62.19,17.36,2.26,43.75,4.01,16,42,2.6,101.71,-39.52,80.87,-39.52,14.99,12.82,-6.6,2.72,1.77,13.91,-1.61,14.99
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(12) X=50%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,12.0,50,5000.0,2,10000.0,15659.67,56.6,20.05,1.98,43.75,4.38,16,28,1.8,101.71,-45.11,75.28,-45.11,8.6,7.53,-5.82,3.48,2.53,16.74,-1.55,17.75
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(24) X=5%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,24.0,5,500.0,20,10000.0,12598.97,25.99,14.67,1.29,37.5,2.3,16,168,10.5,101.71,-75.72,44.67,-75.72,2.55,12.26,-5.79,-2.76,3.36,19.21,-5.15,2.67
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(24) X=10%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,24.0,10,1000.0,10,10000.0,14566.98,45.67,16.9,1.89,50.0,3.98,16,108,6.8,101.71,-56.04,64.35,-56.04,10.99,13.35,-3.52,-1.44,3.65,16.37,-2.49,4.02
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(24) X=15%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,24.0,15,1500.0,6,10000.0,14851.79,48.52,16.28,1.99,50.0,3.95,16,76,4.8,101.71,-53.19,67.2,-53.19,11.54,13.3,-3.58,0.17,3.33,14.2,-1.98,5.75
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(24) X=20%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,24.0,20,2000.0,5,10000.0,14971.69,49.72,18.9,1.9,50.0,3.9,16,66,4.1,101.71,-51.99,68.4,-51.99,10.51,11.86,-4.11,0.85,3.48,16.03,-2.43,7.66
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(24) X=25%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,24.0,25,2500.0,4,10000.0,15078.94,50.79,20.04,1.91,50.0,3.83,16,54,3.4,101.71,-50.92,69.47,-50.92,10.34,11.12,-5.06,1.46,2.82,16.2,-2.5,10.39
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(24) X=30%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,24.0,30,3000.0,3,10000.0,15638.2,56.38,17.87,2.15,43.75,3.91,16,42,2.6,101.71,-45.33,75.06,-45.33,14.02,12.91,-5.47,1.62,2.11,13.92,-1.95,11.53
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(24) X=50%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,24.0,50,5000.0,2,10000.0,15435.59,54.36,21.42,1.92,43.75,4.17,16,28,1.8,101.71,-47.35,73.04,-47.35,7.64,7.59,-5.87,2.99,1.48,17.28,-2.13,18.96
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(48) X=5%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,48.0,5,500.0,20,10000.0,11101.08,11.01,12.57,0.77,37.5,1.33,16,117,7.3,101.71,-90.7,29.69,-90.7,1.72,6.7,-5.22,-1.68,1.82,14.6,-7.29,1.71
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(48) X=10%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,48.0,10,1000.0,10,10000.0,12838.57,28.39,14.46,1.38,37.5,2.46,16,88,5.5,101.71,-73.32,47.07,-73.32,3.44,11.94,-5.06,-2.46,3.44,18.82,-4.63,2.61
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(48) X=15%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,48.0,15,1500.0,6,10000.0,14388.93,43.89,14.66,1.97,43.75,4.08,16,65,4.1,101.71,-57.82,62.57,-57.82,10.27,13.7,-2.73,-1.08,3.38,14.69,-2.03,3.12
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(48) X=20%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,48.0,20,2000.0,5,10000.0,14514.7,45.15,16.78,1.87,50.0,4.17,16,57,3.6,101.71,-56.56,63.83,-56.56,9.3,12.1,-2.43,-0.64,3.67,16.44,-2.16,4.03
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(48) X=25%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,48.0,25,2500.0,4,10000.0,14654.07,46.54,16.65,1.87,50.0,4.25,16,49,3.1,101.71,-55.17,65.22,-55.17,8.48,11.4,-2.33,0.8,3.59,16.32,-1.93,4.85
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(48) X=30%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,48.0,30,3000.0,3,10000.0,15053.49,50.53,16.13,2.04,50.0,4.11,16,41,2.6,101.71,-51.18,69.21,-51.18,12.3,13.22,-2.97,0.36,3.54,13.88,-1.87,5.71
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(48) X=50%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,48.0,50,5000.0,2,10000.0,14676.04,46.76,20.9,1.78,50.0,4.11,16,28,1.8,101.71,-54.95,65.44,-54.95,6.81,7.65,-3.72,1.46,3.18,16.8,-2.15,11.65
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(72) X=5%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,72.0,5,500.0,20,10000.0,10579.03,5.79,9.48,0.56,43.75,1.26,16,87,5.4,101.71,-95.92,24.47,-95.92,1.11,4.74,-4.39,-0.8,1.17,10.62,-7.26,1.69
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(72) X=10%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,72.0,10,1000.0,10,10000.0,11789.11,17.89,13.5,1.04,43.75,1.9,16,73,4.6,101.71,-83.82,36.57,-83.82,2.23,9.25,-5.87,-1.54,2.26,16.32,-6.82,3.08
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(72) X=15%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,72.0,15,1500.0,6,10000.0,12988.25,29.88,13.85,1.47,43.75,2.72,16,57,3.6,101.71,-71.83,48.56,-71.83,4.44,12.24,-5.66,-1.49,3.08,16.58,-4.01,3.79
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(72) X=20%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,72.0,20,2000.0,5,10000.0,13834.83,38.35,16.33,1.71,43.75,3.42,16,50,3.1,101.71,-63.36,57.03,-63.36,7.93,12.48,-5.18,-1.36,3.53,17.44,-3.77,4.64
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(72) X=25%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,72.0,25,2500.0,4,10000.0,14325.12,43.25,16.71,1.83,50.0,4.2,16,44,2.8,101.71,-58.46,61.93,-58.46,8.75,11.36,-3.68,-0.64,3.32,16.99,-2.56,5.48
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(72) X=30%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,72.0,30,3000.0,3,10000.0,15069.62,50.7,14.44,2.1,56.25,4.52,16,38,2.4,101.71,-51.01,69.38,-51.01,11.68,13.28,-2.87,1.39,2.12,14.3,-1.83,6.09
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(72) X=50%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,72.0,50,5000.0,2,10000.0,14559.15,45.59,20.04,1.77,56.25,4.35,16,28,1.8,101.71,-56.12,64.27,-56.12,6.16,7.7,-2.93,1.53,2.8,17.1,-2.55,10.98
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(168) X=5%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,168.0,5,500.0,20,10000.0,10402.37,4.02,4.9,0.74,37.5,1.74,16,44,2.8,101.71,-97.69,22.7,-97.69,1.02,2.15,-2.2,-0.36,0.38,5.07,-3.21,1.43
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(168) X=10%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,168.0,10,1000.0,10,10000.0,10804.75,8.05,9.36,0.79,37.5,1.74,16,44,2.8,101.71,-93.66,26.73,-93.66,2.04,4.26,-4.27,-0.71,0.75,10.06,-6.08,2.79
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(168) X=15%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,168.0,15,1500.0,6,10000.0,11531.87,15.32,12.9,1.05,37.5,2.0,16,41,2.6,101.71,-86.39,34.0,-86.39,3.06,6.33,-5.66,-1.05,1.12,14.11,-5.81,3.96
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(168) X=20%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,168.0,20,2000.0,5,10000.0,12241.73,22.42,13.09,1.31,37.5,2.37,16,38,2.4,101.71,-79.29,41.1,-79.29,4.08,8.77,-5.5,-1.35,1.45,15.84,-5.74,5.02
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(168) X=25%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,168.0,25,2500.0,4,10000.0,13091.27,30.91,13.73,1.61,37.5,2.87,16,35,2.2,101.71,-70.8,49.59,-70.8,5.1,11.02,-5.57,-1.64,1.76,18.24,-4.68,5.72
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(168) X=30%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,168.0,30,3000.0,3,10000.0,13646.15,36.46,14.08,1.75,43.75,3.16,16,31,1.9,101.71,-65.25,55.14,-65.25,6.12,13.1,-5.09,-1.36,2.04,16.23,-3.36,6.42
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=HOURS_ELAPSED(168) X=50%",EMA_CROSS_SAR,199,233.0,HOURS_ELAPSED,168.0,50,5000.0,2,10000.0,14297.99,42.98,18.63,1.8,50.0,4.78,16,24,1.5,101.71,-58.73,61.66,-58.73,6.64,7.66,-2.12,-0.75,2.0,17.86,-2.68,10.21
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=PRICE_FROM_START_PCT(0.5) X=5%",EMA_CROSS_SAR,199,233.0,PRICE_FROM_START_PCT,0.5,5,500.0,20,10000.0,16432.85,64.33,17.89,2.18,43.75,2.94,16,225,14.1,101.71,-37.38,83.01,-37.38,13.87,13.77,-9.08,-0.67,8.3,15.58,-2.45,15.79
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=PRICE_FROM_START_PCT(0.5) X=10%",EMA_CROSS_SAR,199,233.0,PRICE_FROM_START_PCT,0.5,10,1000.0,10,10000.0,16187.58,61.88,18.68,2.1,43.75,3.04,16,118,7.4,101.71,-39.83,80.56,-39.83,13.92,13.07,-8.91,-0.59,6.96,15.83,-2.69,15.89
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=PRICE_FROM_START_PCT(0.5) X=15%",EMA_CROSS_SAR,199,233.0,PRICE_FROM_START_PCT,0.5,15,1500.0,6,10000.0,15844.8,58.45,17.49,2.13,43.75,3.24,16,75,4.7,101.71,-43.26,77.13,-43.26,14.39,12.99,-7.7,-0.19,4.55,14.27,-2.48,14.91
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=PRICE_FROM_START_PCT(0.5) X=20%",EMA_CROSS_SAR,199,233.0,PRICE_FROM_START_PCT,0.5,20,2000.0,5,10000.0,15905.0,59.05,20.12,2.03,43.75,3.36,16,63,3.9,101.71,-42.66,77.73,-42.66,12.87,11.66,-7.69,-0.11,4.27,16.3,-2.73,16.83
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=PRICE_FROM_START_PCT(0.5) X=25%",EMA_CROSS_SAR,199,233.0,PRICE_FROM_START_PCT,0.5,25,2500.0,4,10000.0,15869.4,58.69,20.17,2.03,43.75,3.51,16,51,3.2,101.71,-43.02,77.37,-43.02,12.3,10.97,-6.97,0.08,3.8,16.41,-2.67,17.12
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=PRICE_FROM_START_PCT(0.5) X=30%",EMA_CROSS_SAR,199,233.0,PRICE_FROM_START_PCT,0.5,30,3000.0,3,10000.0,16134.61,61.35,17.13,2.22,43.75,3.78,16,40,2.5,101.71,-40.36,80.03,-40.36,15.04,12.85,-5.81,0.3,2.99,14.05,-2.14,15.14
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=PRICE_FROM_START_PCT(0.5) X=50%",EMA_CROSS_SAR,199,233.0,PRICE_FROM_START_PCT,0.5,50,5000.0,2,10000.0,15508.4,55.08,20.0,1.96,43.75,4.11,16,27,1.7,101.71,-46.63,73.76,-46.63,8.32,7.55,-4.96,0.95,3.4,17.0,-2.32,18.33
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=PRICE_FROM_START_PCT(1.0) X=5%",EMA_CROSS_SAR,199,233.0,PRICE_FROM_START_PCT,1.0,5,500.0,20,10000.0,15842.62,58.43,17.87,2.05,43.75,2.59,16,189,11.8,101.71,-43.28,77.11,-43.28,12.76,13.91,-9.42,-0.68,8.53,15.85,-2.62,12.74
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=PRICE_FROM_START_PCT(1.0) X=10%",EMA_CROSS_SAR,199,233.0,PRICE_FROM_START_PCT,1.0,10,1000.0,10,10000.0,16408.16,64.08,17.73,2.18,43.75,2.92,16,99,6.2,101.71,-37.63,82.76,-37.63,13.31,13.1,-9.43,-0.6,8.47,15.76,-2.6,17.09
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=PRICE_FROM_START_PCT(1.0) X=15%",EMA_CROSS_SAR,199,233.0,PRICE_FROM_START_PCT,1.0,15,1500.0,6,10000.0,16031.36,60.31,16.68,2.2,43.75,3.03,16,64,4.0,101.71,-41.4,78.99,-41.4,13.58,13.12,-8.55,-0.2,6.56,14.22,-2.45,15.85
"[EMA_CROSS_SAR] EMA(199,233.0) | Y=PRICE_FROM_START_PCT(1.0) X=20%",EMA_CROSS_SAR,199,233.0,PRICE_FROM_START_PCT,1.0,20,2000.0,5,10000.0,16140.23,61.4,18.98,2.1,43.75,3.11,16,54,3.4,101.71,-40.31,80.08,-40.31,12.26,11.75,-9.02,-0.12,7.04,16.19,-2.73,17.87
